accession	reason
ERX10615759	Failed mean read length (125 bp) filter, expected > 249 bp
ERX1120192	Failed mean read length (174 bp) filter, expected > 249 bp
ERX1938562	Failed mean read length (149 bp) filter, expected > 249 bp
ERX10615760	Failed mean read length (125 bp) filter, expected > 249 bp;Failed base count (115631000 bp) filter, expected > 125691225 bp
ERX10615742	Failed mean read length (72 bp) filter, expected > 249 bp
ERX1938569	Failed mean read length (149 bp) filter, expected > 249 bp
ERX10615761	Failed mean read length (125 bp) filter, expected > 249 bp;Failed base count (97694500 bp) filter, expected > 125691225 bp
ERX10615746	Failed mean read length (72 bp) filter, expected > 249 bp
ERX1938586	Failed mean read length (148 bp) filter, expected > 249 bp
ERX10615762	Failed mean read length (125 bp) filter, expected > 249 bp;Failed base count (110407000 bp) filter, expected > 125691225 bp
ERX10615749	Failed mean read length (72 bp) filter, expected > 249 bp
ERX1938589	Failed mean read length (149 bp) filter, expected > 249 bp
ERX10615770	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615753	Failed mean read length (125 bp) filter, expected > 249 bp
ERX1938601	Failed mean read length (150 bp) filter, expected > 249 bp
ERX10615783	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615763	Failed mean read length (125 bp) filter, expected > 249 bp;Failed base count (121910000 bp) filter, expected > 125691225 bp
ERX1938643	Failed mean read length (149 bp) filter, expected > 249 bp
ERX11032955	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615764	Failed mean read length (125 bp) filter, expected > 249 bp
ERX1938649	Failed mean read length (148 bp) filter, expected > 249 bp
ERX11113985	Failed mean read length (75 bp) filter, expected > 249 bp
ERX324090	Failed mean read length (98 bp) filter, expected > 249 bp
ERX11113986	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615772	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399405	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11113990	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615773	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399387	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11113995	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615774	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399261	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11114000	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615776	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399259	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11114001	Failed mean read length (75 bp) filter, expected > 249 bp
ERX10615777	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399230	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11571900	Failed mean read length (122 bp) filter, expected > 249 bp
ERX10615780	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399227	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11571921	Failed mean read length (73 bp) filter, expected > 249 bp
ERX10615781	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399225	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11572036	Failed mean read length (75 bp) filter, expected > 249 bp
SRX399223	Failed mean read length (100 bp) filter, expected > 249 bp
ERX10615782	Failed mean read length (75 bp) filter, expected > 249 bp
ERX11583385	Failed mean read length (136 bp) filter, expected > 249 bp
SRX425132	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11032956	Missing FASTQs
ERX11583390	Failed mean read length (133 bp) filter, expected > 249 bp
SRX425123	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11032957	Failed mean read length (75 bp) filter, expected > 249 bp
ERX11583448	Failed mean read length (104 bp) filter, expected > 249 bp
SRX425115	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11032958	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425113	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583450	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11113984	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425111	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583463	Failed mean read length (150 bp) filter, expected > 249 bp
SRX425347	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11113992	Failed mean read length (75 bp) filter, expected > 249 bp
ERX11583483	Failed mean read length (83 bp) filter, expected > 249 bp
SRX425340	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583485	Failed mean read length (143 bp) filter, expected > 249 bp
ERX11113993	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425336	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583494	Failed mean read length (71 bp) filter, expected > 249 bp
ERX11113997	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425331	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583502	Failed mean read length (140 bp) filter, expected > 249 bp
ERX11113999	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425325	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611037	Failed mean read length (229 bp) filter, expected > 249 bp
ERX11114004	Failed mean read length (75 bp) filter, expected > 249 bp
SRX425323	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611042	Failed mean read length (220 bp) filter, expected > 249 bp
ERX11571896	Failed mean read length (120 bp) filter, expected > 249 bp
SRX425320	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611044	Failed mean read length (146 bp) filter, expected > 249 bp
ERX11572035	Failed mean read length (75 bp) filter, expected > 249 bp
SRX436228	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611046	Failed mean read length (145 bp) filter, expected > 249 bp
ERX11583400	Failed mean read length (71 bp) filter, expected > 249 bp;Failed base count (117412037 bp) filter, expected > 125691225 bp
SRX436227	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611047	Failed mean read length (229 bp) filter, expected > 249 bp
ERX11583418	Failed mean read length (37 bp) filter, expected > 249 bp
ERX1611050	Failed mean read length (222 bp) filter, expected > 249 bp
SRX436225	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583424	Failed mean read length (149 bp) filter, expected > 249 bp
ERX1611052	Failed mean read length (231 bp) filter, expected > 249 bp;Failed base count (117235448 bp) filter, expected > 125691225 bp
SRX436163	Failed mean read length (100 bp) filter, expected > 249 bp
ERX11583436	Failed mean read length (119 bp) filter, expected > 249 bp
ERX1611053	Failed mean read length (230 bp) filter, expected > 249 bp
ERX11583460	Failed mean read length (150 bp) filter, expected > 249 bp
SRX436149	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611056	Failed mean read length (220 bp) filter, expected > 249 bp
ERX11583503	Failed mean read length (121 bp) filter, expected > 249 bp
ERX1611061	Failed mean read length (140 bp) filter, expected > 249 bp
SRX436143	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611073	Failed mean read length (145 bp) filter, expected > 249 bp
ERX1611045	Failed mean read length (145 bp) filter, expected > 249 bp
SRX436136	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611077	Failed mean read length (232 bp) filter, expected > 249 bp
ERX1611048	Failed mean read length (143 bp) filter, expected > 249 bp
SRX436084	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611080	Failed mean read length (143 bp) filter, expected > 249 bp
ERX1611051	Failed mean read length (143 bp) filter, expected > 249 bp
SRX436064	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611088	Failed mean read length (144 bp) filter, expected > 249 bp
ERX1611054	Failed mean read length (144 bp) filter, expected > 249 bp
ERX1611094	Failed mean read length (216 bp) filter, expected > 249 bp
ERX1611055	Failed mean read length (146 bp) filter, expected > 249 bp
SRX436035	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611095	Failed mean read length (140 bp) filter, expected > 249 bp
ERX1611057	Failed mean read length (214 bp) filter, expected > 249 bp
SRX435998	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611097	Failed mean read length (147 bp) filter, expected > 249 bp
ERX1611059	Failed mean read length (208 bp) filter, expected > 249 bp
SRX435988	Failed mean read length (100 bp) filter, expected > 249 bp
ERX1611098	Failed mean read length (143 bp) filter, expected > 249 bp
ERX1611063	Failed mean read length (141 bp) filter, expected > 249 bp
ERX1611099	Failed mean read length (237 bp) filter, expected > 249 bp
ERX1611064	Failed mean read length (145 bp) filter, expected > 249 bp
SRX9973243	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611108	Failed mean read length (206 bp) filter, expected > 249 bp
ERX1611065	Failed mean read length (143 bp) filter, expected > 249 bp
ERX1611110	Failed mean read length (228 bp) filter, expected > 249 bp
SRX9973242	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611066	Failed mean read length (219 bp) filter, expected > 249 bp
ERX1611113	Failed mean read length (227 bp) filter, expected > 249 bp
SRX9973241	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611067	Failed mean read length (190 bp) filter, expected > 249 bp
ERX1611123	Failed mean read length (147 bp) filter, expected > 249 bp
SRX9973236	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611068	Failed mean read length (144 bp) filter, expected > 249 bp
ERX1611125	Failed mean read length (146 bp) filter, expected > 249 bp
ERX1611070	Failed mean read length (144 bp) filter, expected > 249 bp
SRX9973235	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611129	Failed mean read length (229 bp) filter, expected > 249 bp
ERX1611071	Failed mean read length (235 bp) filter, expected > 249 bp
SRX9973234	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611131	Failed mean read length (231 bp) filter, expected > 249 bp
ERX1611074	Failed mean read length (146 bp) filter, expected > 249 bp
ERX1611136	Failed mean read length (193 bp) filter, expected > 249 bp
SRX9973230	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611079	Failed mean read length (231 bp) filter, expected > 249 bp
ERX1611139	Failed mean read length (236 bp) filter, expected > 249 bp
SRX9973229	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611081	Failed mean read length (192 bp) filter, expected > 249 bp
ERX1611145	Failed mean read length (233 bp) filter, expected > 249 bp
ERX1611084	Failed mean read length (147 bp) filter, expected > 249 bp
SRX9973225	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611154	Failed mean read length (235 bp) filter, expected > 249 bp
ERX1611085	Failed mean read length (182 bp) filter, expected > 249 bp
SRX9973224	Failed mean read length (101 bp) filter, expected > 249 bp
ERX1611156	Failed mean read length (198 bp) filter, expected > 249 bp
ERX1611086	Failed mean read length (230 bp) filter, expected > 249 bp
SRX11702918	Failed mean read length (148 bp) filter, expected > 249 bp
ERX1611158	Failed mean read length (242 bp) filter, expected > 249 bp
ERX1611090	Failed mean read length (143 bp) filter, expected > 249 bp
SRX22960375	Failed mean read length (147 bp) filter, expected > 249 bp
ERX1611171	Failed mean read length (207 bp) filter, expected > 249 bp
ERX1611091	Failed mean read length (146 bp) filter, expected > 249 bp
SRX22960373	Failed mean read length (147 bp) filter, expected > 249 bp
ERX1611175	Failed mean read length (200 bp) filter, expected > 249 bp
ERX1611093	Failed mean read length (145 bp) filter, expected > 249 bp
SRX23226708	Failed mean read length (159 bp) filter, expected > 249 bp
ERX1611176	Failed mean read length (203 bp) filter, expected > 249 bp
ERX1611102	Failed mean read length (234 bp) filter, expected > 249 bp
ERX1611177	Failed mean read length (204 bp) filter, expected > 249 bp
SRX3875215	Failed mean read length (240 bp) filter, expected > 249 bp
ERX1611103	Failed mean read length (132 bp) filter, expected > 249 bp
ERX1611178	Failed mean read length (203 bp) filter, expected > 249 bp
SRX3875213	Failed mean read length (243 bp) filter, expected > 249 bp
ERX1611105	Failed mean read length (237 bp) filter, expected > 249 bp
ERX1611192	Failed mean read length (203 bp) filter, expected > 249 bp
ERX1611106	Failed mean read length (142 bp) filter, expected > 249 bp
ERX1611195	Failed mean read length (208 bp) filter, expected > 249 bp
ERX1611107	Failed mean read length (234 bp) filter, expected > 249 bp
ERX1611197	Failed mean read length (207 bp) filter, expected > 249 bp
ERX1611114	Failed mean read length (180 bp) filter, expected > 249 bp
ERX1611198	Failed mean read length (203 bp) filter, expected > 249 bp
ERX1611116	Failed mean read length (198 bp) filter, expected > 249 bp
ERX1611118	Failed mean read length (216 bp) filter, expected > 249 bp
ERX1611199	Failed mean read length (202 bp) filter, expected > 249 bp
ERX1611119	Failed mean read length (227 bp) filter, expected > 249 bp
ERX1611205	Failed mean read length (204 bp) filter, expected > 249 bp
ERX1611120	Failed mean read length (238 bp) filter, expected > 249 bp
ERX1611121	Failed mean read length (144 bp) filter, expected > 249 bp
ERX1611206	Failed mean read length (243 bp) filter, expected > 249 bp
ERX1611124	Failed mean read length (227 bp) filter, expected > 249 bp
ERX1611127	Failed mean read length (231 bp) filter, expected > 249 bp
ERX1611211	Failed mean read length (206 bp) filter, expected > 249 bp
ERX1611133	Failed mean read length (139 bp) filter, expected > 249 bp
ERX1611212	Failed mean read length (214 bp) filter, expected > 249 bp
ERX1611140	Failed mean read length (225 bp) filter, expected > 249 bp
ERX1611143	Failed mean read length (208 bp) filter, expected > 249 bp
ERX1611224	Failed mean read length (212 bp) filter, expected > 249 bp
ERX1611150	Failed mean read length (231 bp) filter, expected > 249 bp
